,SizeRank,ZipCode,State,City,1/31/2018,1/31/2019,1/31/2020,1/31/2021,1/31/2022,1/31/2023,12/31/2023
0,1.0,77494.0,TX,Katy,345591.0221,349808.9191,353947.199,375708.6232,445189.9728,478744.2518,
1,3.0,77449.0,TX,Katy,188852.5626,198931.7974,206652.8303,221287.0161,254534.6192,278208.1088,
2,5.0,77084.0,TX,Houston,186126.3924,194794.9785,204846.6504,220023.1829,249716.5954,270955.9814,
3,6.0,79936.0,TX,El Paso,136474.3207,141090.2764,145266.433,158423.2823,176739.4496,197108.3895,
4,8.0,78660.0,TX,Pflugerville,287834.4216,296259.4275,306956.6077,346024.3608,423870.1287,427383.0778,
5,11.0,77433.0,TX,Cypress,288932.3321,298784.298,308955.9675,331866.4207,393175.0347,425395.9019,
6,25.0,77573.0,TX,League City,270200.0574,280074.233,289850.1106,307865.4569,353343.0415,372898.8216,
7,30.0,75052.0,TX,Grand Prairie,224716.2013,240000.9685,251475.64,273129.4377,309415.4306,331214.3548,
8,42.0,78245.0,TX,San Antonio,182182.3749,191383.9614,201286.366,218219.9402,254182.1815,272908.6829,
9,46.0,78521.0,TX,Brownsville,83501.13945,82744.32604,88362.30699,103323.4326,120732.2213,137452.6262,
10,51.0,77479.0,TX,Sugar Land,400775.9369,401752.9231,401323.9221,415875.8018,474195.1005,507540.0943,
11,55.0,78542.0,TX,Edinburg,104511.4455,110411.1553,115637.5268,134458.1286,151755.8003,175509.6301,
12,56.0,78613.0,TX,Cedar Park,358878.1702,369628.6941,385451.9777,433052.3321,514015.4134,517222.8604,
13,62.0,77429.0,TX,Cypress,257470.2515,268241.4701,276916.0586,296412.9822,344481.0558,374650.5994,
14,67.0,79938.0,TX,El Paso,158462.8899,161942.3094,165525.6909,179119.0771,210454.2056,233640.2242,
15,75.0,77584.0,TX,Pearland,273650.1807,281020.8457,287614.3175,300665.1991,349466.4834,374970.7301,
16,78.0,78130.0,TX,New Braunfels,226665.9816,234290.7649,242156.698,264349.1674,322496.2207,342027.9595,
17,82.0,75217.0,TX,Dallas,109055.7201,127310.0801,135767.8198,152414.5668,170372.9086,203383.8082,
18,88.0,77379.0,TX,Spring,256688.8207,265508.0216,274257.85,291674.5643,335399.5981,364587.7928,
19,96.0,79928.0,TX,Horizon City,152377.6194,158394.088,162275.9949,174639.3948,207406.976,230886.4764,
20,102.0,78666.0,TX,San Marcos,214844.2755,222627.4043,233687.3798,257785.0059,328598.3202,345895.3381,
21,117.0,78577.0,TX,Pharr,90278.73512,94464.10315,100964.8533,116193.0396,131799.4457,151794.2925,
22,118.0,78641.0,TX,Leander,315257.5849,322000.2021,331291.8342,371307.3024,475346.9836,482101.8406,
23,120.0,77459.0,TX,Missouri City,287061.8897,290271.3,293135.1292,308134.3772,360420.4746,388681.8444,
24,126.0,75035.0,TX,Frisco,490554.8754,487766.8547,487806.4299,525334.8817,627119.8729,655268.5837,
25,137.0,76244.0,TX,Fort Worth,290206.1694,296956.3226,305140.4406,328231.6816,374149.7829,394785.7386,
26,138.0,77083.0,TX,Houston,179283.2388,189666.7654,199103.8353,213086.173,241602.803,265428.3966,
27,141.0,76063.0,TX,Mansfield,291108.6788,304680.6771,317908.7234,345732.641,398612.3989,432302.8982,
28,149.0,75002.0,TX,Allen,351187.9505,358455.1836,359333.058,387854.2684,455386.9106,483899.8671,
29,150.0,79912.0,TX,El Paso,189753.5033,193634.4917,199785.3505,217426.0773,248903.2545,273769.7976,
30,156.0,78572.0,TX,Mission,107110.3211,111682.0769,118322.2068,132965.6966,151259.0428,173771.7312,
31,158.0,75211.0,TX,Cockrell Hill,137196.8832,156337.1251,165462.4659,182925.4418,203257.7092,232334.4622,
32,169.0,76028.0,TX,Burleson,219755.5716,231635.7286,243142.3202,263919.648,313837.3373,343576.2221,
33,173.0,75228.0,TX,Dallas,183319.4445,202675.6683,212560.1295,234558.7458,261323.0185,285718.9906,
34,178.0,76179.0,TX,Fort Worth,222220.5008,237024.8812,246189.9506,266602.1077,315820.1259,337065.0196,
35,179.0,77407.0,TX,Richmond,268435.8816,274638.9426,277489.1455,297987.2546,357408.2446,383762.8579,
36,193.0,77095.0,TX,Houston,236834.0884,244518.3672,252513.3818,270298.552,301724.5425,326593.65,
37,197.0,77845.0,TX,College Station,275365.1372,278956.4569,276086.7555,291543.4725,315773.591,338088.6187,
38,231.0,78254.0,TX,San Antonio,220970.3434,229095.1374,238688.5374,256891.2621,303751.3873,323071.1013,
39,233.0,78046.0,TX,Laredo,129165.6039,136331.6004,141820.5705,151963.8127,169720.0305,174442.4757,
40,258.0,75067.0,TX,Lewisville,276923.3999,286821.3092,293050.5386,311957.4268,349136.5454,369701.4601,
41,265.0,77036.0,TX,Houston,103607.332,113201.0382,120006.3213,130459.8216,154724.8607,176079.5947,
42,267.0,78045.0,TX,Laredo,198426.2586,205289.3373,216569.2557,230405.0744,250630.1675,258907.1697,
43,276.0,75068.0,TX,Little Elm,309013.593,316631.9885,317050.0953,337680.8029,406855.6034,429324.4562,
44,290.0,75243.0,TX,Dallas,182984.1341,197973.2889,201577.9737,219740.4309,263249.9911,272490.9726,
45,294.0,75098.0,TX,Wylie,303734.1147,312494.6942,317264.3911,343080.2173,410334.1014,438335.7057,
46,303.0,77346.0,TX,Atascocita,226033.6227,234816.8498,241521.7245,254594.9906,293593.3167,318061.3219,
47,333.0,75043.0,TX,Garland,206596.7996,217901.1872,228066.3009,245505.9168,278718.9737,298991.8966,
48,341.0,77521.0,TX,Baytown,172457.1476,183090.7441,192128.4242,204993.949,233789.2277,254012.6276,
49,350.0,75040.0,TX,Garland,197023.2333,209196.434,217988.6809,231661.7626,260999.4362,292353.7537,
50,351.0,77072.0,TX,Houston,125859.7105,138396.4719,147230.4218,158590.7584,180739.5111,210861.658,
51,361.0,78249.0,TX,San Antonio,219166.6639,228403.1409,237028.7042,257758.9394,289403.4107,317729.975,
52,367.0,77373.0,TX,Spring,169419.3,178149.0429,186285.4728,199646.87,227747.9142,249621.6478,
53,368.0,77386.0,TX,Spring,248252.971,254837.5883,262494.2994,283488.9327,334696.3668,361003.4956,
54,375.0,75150.0,TX,Mesquite,181181.2133,195183.3521,205275.6106,219661.9528,243677.9855,271290.0036,
55,379.0,78574.0,TX,La Homa,92818.01194,102214.5288,111627.6864,127860.9373,144606.0988,163627.0608,
56,391.0,75056.0,TX,The Colony,338106.6392,348087.7291,353084.8522,381297.9955,441110.0921,475020.9309,
57,398.0,77396.0,TX,Humble,174192.2005,185328.1825,192348.0284,205467.2112,240017.094,263958.9708,
58,407.0,78640.0,TX,Kyle,237157.8673,244046.7535,251430.1379,275889.5926,345644.2287,355610.5537,
59,411.0,77375.0,TX,Tomball,229329.8895,239985.6771,247702.5393,264813.2003,314174.9909,340199.157,
60,430.0,78745.0,TX,Austin,307064.5415,322987.9052,347198.5151,401850.4191,481875.0241,507537.6512,
61,436.0,77077.0,TX,Houston,306103.7753,305199.6679,304482.3816,319780.3715,349602.7848,376251.3922,
62,439.0,78253.0,TX,San Antonio,252020.5383,260701.172,269403.6218,288493.0835,340084.5698,359370.7214,
63,446.0,75227.0,TX,Dallas,141286.8993,156575.6318,164592.233,181364.6189,202259.9089,232933.6936,
64,450.0,78520.0,TX,Brownsville,96848.43642,97577.58354,103528.7746,119739.1766,145154.4232,159535.4229,
65,453.0,75071.0,TX,McKinney,364484.8058,366715.3755,370862.0816,402890.2891,497227.5285,530472.9959,
66,461.0,78501.0,TX,McAllen,110114.9911,114654.326,121473.695,137655.0987,153391.1846,181108.31,
67,464.0,77406.0,TX,Richmond,289029.3583,293337.0159,295977.407,315808.0335,382741.4322,413167.9962,
68,468.0,78504.0,TX,McAllen,162324.3268,166330.1162,173919.0636,188829.3559,215901.2575,243587.5027,
69,478.0,78251.0,TX,San Antonio,192640.5015,201205.9206,210974.1372,228433.6809,257423.9571,279192.4108,
70,482.0,79924.0,TX,El Paso,108062.0533,109545.6158,115876.6394,128031.8854,145982.0007,164967.9097,
71,490.0,78664.0,TX,Round Rock,248116.5466,258468.5515,269654.8305,303711.5112,380985.4786,385522.7771,
72,497.0,78681.0,TX,Round Rock,351993.217,363840.564,378898.9894,427355.3032,511176.4519,526747.2819,
73,504.0,76137.0,TX,Fort Worth,239747.2471,251564.2341,261261.7906,280969.2935,313454.3231,332706.8017,
74,513.0,77015.0,TX,Houston,125083.511,135722.0855,146380.0028,159514.7408,178797.3551,205617.6504,
75,519.0,77070.0,TX,Houston,202893.6195,212838.5743,220825.4382,237211.1644,269111.3048,295791.8648,
76,532.0,75115.0,TX,Desoto,219320.8533,234857.0614,245655.1062,267242.0864,307338.455,331382.8909,
77,535.0,78526.0,TX,Brownsville,129288.9312,132207.5894,135404.2542,151030.0868,180505.513,202827.5604,
78,540.0,78753.0,TX,Austin,254096.6173,268681.2302,287345.1805,332915.3165,388777.6163,401980.2475,
79,542.0,78228.0,TX,San Antonio,126338.7836,136182.8528,144711.1155,159844.6901,174022.0696,189924.5236,
80,542.0,78250.0,TX,San Antonio,182589.9611,190475.1165,199214.4801,214742.6352,235055.8554,258672.0641,
81,544.0,76010.0,TX,Arlington,149973.9966,166079.4231,179751.8554,199643.6461,216185.8879,237600.542,
82,555.0,78240.0,TX,San Antonio,197676.7765,204238.1992,212533.3752,231415.1198,255347.7988,277964.1361,
83,559.0,75149.0,TX,Mesquite,163847.9666,176712.0374,186133.9517,199828.3598,227498.9049,252553.0104,
84,569.0,77082.0,TX,Houston,178083.3214,189639.9617,194129.3062,207533.9886,235165.364,257527.2647,
85,585.0,75070.0,TX,McKinney,391642.3319,390673.6069,390773.3087,420851.3303,497925.6143,514481.8376,
86,603.0,77469.0,TX,Rosenberg,230343.8349,238998.7765,243933.5784,260721.0312,310143.719,333502.2701,
87,630.0,77044.0,TX,Houston,198076.5948,205635.7482,211633.7212,224956.2674,261895.6664,286894.2572,
88,639.0,75061.0,TX,Irving,182427.743,199265.7183,213162.6437,232637.4232,260215.26,290894.0127,
89,640.0,75007.0,TX,Carrollton,314599.1717,323193.817,329527.0724,348927.421,385190.0555,407723.4417,
90,646.0,78550.0,TX,Harlingen,110040.1815,107887.1063,110549.5544,124091.0983,146210.8421,156191.6887,
91,659.0,77840.0,TX,College Station,206714.0636,214389.8191,204314.3349,215306.6613,246749.8783,269194.1388,
92,680.0,77581.0,TX,Pearland,259243.9029,271437.0025,281325.2741,291632.9521,333259.404,358996.928,
93,684.0,78665.0,TX,Round Rock,320121.7401,324981.7,334207.308,372483.4894,458369.84,466561.1972,
94,706.0,78852.0,TX,Eagle Pass,141878.7986,137625.484,137977.9613,149307.5517,167202.6925,171325.1075,
95,709.0,77088.0,TX,Houston,130978.1863,142904.7726,151273.1837,165902.0192,189775.3378,218343.0042,
96,711.0,75126.0,TX,Forney,238686.42,246898.8211,251415.6805,268218.9553,331251.7489,352421.3691,
97,714.0,75025.0,TX,Plano,460731.2508,455509.3947,452469.5748,478946.2338,541937.8429,567060.616,
98,722.0,77546.0,TX,Friendswood,258968.6017,267708.9784,279482.2684,302465.6508,351094.0462,377480.2616,
99,732.0,75216.0,TX,Dallas,78144.11073,99855.9496,112179.8935,131652.3209,148031.0159,175913.9799,
100,735.0,78586.0,TX,San Benito,83831.19404,82963.68951,82235.22026,94123.51142,109935.329,115098.7369,
101,748.0,75080.0,TX,Richardson,319130.2159,337092.3549,343830.0587,371732.8575,410677.8736,441138.298,
102,755.0,76549.0,TX,Killeen,136409.0934,144489.8192,153355.8831,171905.0666,208236.6247,233325.3404,
103,762.0,77498.0,TX,Sugar Land,231378.9916,239425.3738,247008.4059,261554.3721,296327.9515,323108.9676,
104,769.0,77388.0,TX,Spring,213321.3476,221062.6769,229710.3627,245486.1819,278413.401,300876.5117,
105,771.0,77089.0,TX,Houston,185957.6613,199335.5437,208164.1198,223021.9848,247258.0003,265388.5891,
106,840.0,76133.0,TX,Fort Worth,175918.9809,188713.1909,199687.6147,220593.0125,247232.5584,273946.5517,
107,841.0,78155.0,TX,Seguin,193824.9197,202082.4075,212495.6008,225507.877,276664.7577,290879.8595,
108,854.0,75287.0,TX,Dallas,345335.1793,349566.9732,353373.7055,378134.8385,429573.7038,451028.0571,
109,869.0,75104.0,TX,Cedar Hill,207919.5575,223242.5064,233461.7419,255302.7025,293237.3073,317058.3066,
110,876.0,76119.0,TX,Fort Worth,93491.65217,112421.0093,126391.7138,145658.1561,156477.1762,189254.4615,
111,880.0,79907.0,TX,El Paso,100496.5484,102071.138,107452.0867,116889.0275,133246.1348,148953.6859,
112,901.0,78758.0,TX,Austin,286866.1275,307328.7016,336369.9336,390569.3734,447653.2727,456623.961,
113,905.0,78247.0,TX,San Antonio,210703.7805,218725.9411,227947.3082,246274.7348,272238.804,293767.486,
114,913.0,78537.0,TX,Donna,69798.41904,75407.00991,79108.71049,94061.8966,104994.8422,125671.8945,
115,919.0,75074.0,TX,Plano,277586.5905,285693.5394,290286.2304,310814.1628,358843.7349,382812.417,
116,920.0,78207.0,TX,San Antonio,70421.25992,79691.0303,86013.32589,100246.4569,108590.8706,116584.9966,
117,929.0,78704.0,TX,Austin,507190.4135,533929.9633,567011.9274,650890.1897,842821.5944,918980.5504,
118,953.0,76116.0,TX,Fort Worth,198396.9447,210167.3811,219598.4774,240475.8318,274512.1017,298349.0439,
119,959.0,78223.0,TX,San Antonio,132766.8552,144447.296,151723.234,164818.5445,183910.2814,200036.2375,
120,962.0,78748.0,TX,Austin,313839.5297,325080.449,339447.966,389227.0828,457112.607,468870.2917,
121,972.0,79424.0,TX,Lubbock,213741.1238,218481.6027,219943.8619,236590.664,267048.9191,287711.4684,
122,983.0,75062.0,TX,Irving,204922.2543,218139.9408,229416.8893,246423.8431,272584.653,300856.495,
123,1000.0,77040.0,TX,Houston,180609.5252,192281.7965,199433.6948,215412.2545,242057.6336,268634.1613,
124,1007.0,77064.0,TX,Houston,187627.7279,197931.4542,206954.6689,222376.931,249689.823,271498.7731,
125,1014.0,76542.0,TX,Killeen,161898.2873,169882.6775,179247.9164,197758.534,238534.3308,259290.2675,
126,1017.0,76051.0,TX,Grapevine,379338.3305,388962.9004,402335.7703,430406.0898,471778.3915,513835.3283,
127,1024.0,77511.0,TX,Alvin,193532.2933,201863.8914,210186.4656,225727.8977,263689.2711,281292.9696,
128,1062.0,75006.0,TX,Carrollton,251802.9455,262259.6513,269813.4084,288973.5055,319026.357,344183.4662,
129,1064.0,77539.0,TX,Dickinson,191883.3057,196219.8285,208606.0545,224913.9024,259226.731,277934.9658,
130,1077.0,78744.0,TX,Austin,223151.7718,237637.1399,254468.6099,297332.3397,381585.8656,391592.7752,
131,1080.0,75033.0,TX,Frisco,492708.0276,492794.3268,492889.4546,534994.6087,629191.0716,668983.9145,
132,1100.0,77099.0,TX,Houston,137539.7498,148091.1245,156927.1417,167989.1946,192092.1525,221362.6528,
133,1115.0,78541.0,TX,Edinburg,106512.0847,113733.4838,121278.9508,137886.843,157084.4583,178618.9454,
134,1149.0,78041.0,TX,Laredo,169183.7199,175979.9562,188025.5844,203707.5925,217564.511,223473.0025,
135,1155.0,75044.0,TX,Garland,258012.7131,269891.7365,276107.7648,293472.3024,326329.4504,346147.172,
136,1156.0,75060.0,TX,Irving,179677.6799,193115.8685,208078.1639,226833.4052,252439.8553,286415.2773,
137,1173.0,77338.0,TX,Humble,158571.9952,167688.8727,176242.294,189280.0499,219121.6553,241253.3633,
138,1178.0,78840.0,TX,Del Rio,115235.0717,119809.7895,135469.8539,138489.2316,159837.5083,168659.5681,
139,1194.0,75093.0,TX,Plano,542744.1784,546313.037,549951.2993,587256.4854,667522.5437,717165.2862,
140,1200.0,75023.0,TX,Plano,335035.5411,339136.339,340389.7222,366267.4688,409227.0741,432777.019,
141,1202.0,77093.0,TX,Houston,85849.73593,100818.2262,111089.6084,127204.4049,138346.1596,163433.152,
142,1206.0,77081.0,TX,Houston,177590.4736,183591.5253,185816.8198,197896.5861,222629.7407,234676.0612,
143,1230.0,75165.0,TX,Waxahachie,209751.3475,223768.6616,232745.1114,255864.2014,311682.3816,336225.6308,
144,1236.0,78258.0,TX,San Antonio,360828.8282,367659.0554,374828.6091,402744.6354,460699.0814,496617.5042,
145,1252.0,78201.0,TX,San Antonio,131123.5841,142603.1821,147998.3403,165972.7118,181678.3089,192646.8428,
146,1257.0,75028.0,TX,Flower Mound,398339.3321,412525.9992,419926.8993,450260.8511,498040.8825,527541.9207,
147,1271.0,77493.0,TX,Katy,247602.2618,253260.0693,257713.9807,274257.9197,330060.0743,358411.1495,
148,1272.0,78227.0,TX,San Antonio,117599.679,125234.4266,132470.3915,146655.5866,160047.3284,176955.3707,
149,1273.0,76502.0,TX,Temple,171947.3034,182025.9629,189575.5714,208610.634,264476.8119,289239.1724,
150,1273.0,78414.0,TX,Corpus Christi,225889.6458,229527.2017,239198.4153,255375.8877,286709.8596,302816.9549,
151,1276.0,76017.0,TX,Arlington,225273.7268,238243.624,251637.7995,269945.7068,300688.909,324661.0582,
152,1282.0,78741.0,TX,Austin,282837.5236,295618.1608,312454.3951,355818.2026,449442.7718,465000.3187,
153,1298.0,78759.0,TX,Austin,514298.6836,527604.4733,557019.5801,626731.8842,722487.7641,756862.8151,
154,1301.0,77080.0,TX,Houston,235651.0033,247844.174,252135.7968,273814.2558,303822.0379,327417.9036,
155,1351.0,77060.0,TX,Houston,120872.1447,131761.1145,141042.2129,155252.9105,173109.7598,201230.9777,
156,1362.0,76513.0,TX,Belton,183944.0956,200025.8464,210449.22,232993.3673,285517.8636,316952.0641,
157,1363.0,78230.0,TX,San Antonio,259379.3192,266218.0134,274547.7826,297142.5254,336919.9214,366907.5056,
158,1365.0,75034.0,TX,Frisco,465396.1055,466551.3443,463760.831,501475.4546,612812.0771,665776.2907,
159,1367.0,78582.0,TX,Rio Grande City,77329.7107,76163.72836,80255.88695,97495.62899,103655.8723,99510.58741,
160,1378.0,75050.0,TX,Grand Prairie,159015.6034,174816.339,188485.2002,208300.9545,237555.7054,268244.8951,
161,1379.0,76210.0,TX,Corinth,287542.9262,300282.1039,307182.9303,328613.3237,378194.6311,401756.2256,
162,1381.0,76131.0,TX,Saginaw,234406.5605,248710.0881,257609.3548,278209.9338,330989.2035,352536.9699,
163,1405.0,77057.0,TX,Houston,237451.167,239892.9532,232232.334,236373.1972,269324.6045,275664.7634,
164,1417.0,75013.0,TX,Allen,513725.4549,511420.6285,509710.4199,543818.5581,653878.286,690855.3948,
165,1431.0,78233.0,TX,San Antonio,170514.7834,179343.8458,189003.6345,205165.9986,223964.9288,246747.5889,
166,1437.0,75154.0,TX,Red Oak,216615.4244,233185.4341,243310.51,266109.0584,320695.4825,348693.2753,
167,1442.0,75024.0,TX,Plano,482176.3555,485420.5658,485509.0167,513989.2116,592596.0755,638443.7235,
168,1469.0,78043.0,TX,Laredo,127269.8931,135199.4652,144204.3799,155132.629,168984.5411,170597.5302,
169,1481.0,76262.0,TX,Roanoke,397437.0279,407521.2843,419660.0333,457617.8457,545299.5517,593268.7928,
170,1493.0,79109.0,TX,Amarillo,166672.9049,169136.7723,174288.5558,186202.4484,208262.279,224182.4911,
171,1494.0,75220.0,TX,Dallas,274701.7478,295905.4683,304694.1602,339256.4872,391317.5056,440201.2065,
172,1504.0,77055.0,TX,Houston,413302.9078,425777.713,434447.2995,460094.2124,502719.1431,527248.0225,
173,1507.0,75019.0,TX,Coppell,474280.545,477927.2903,484162.0836,509106.8036,561346.0357,600995.5433,
174,1536.0,78573.0,TX,Alton,116253.0138,120125.4965,131197.3509,148600.2854,166715.4378,187419.6124,
175,1549.0,77075.0,TX,Houston,167784.7037,178879.8816,190079.3021,203305.0854,225785.5651,248748.2336,
176,1565.0,77074.0,TX,Houston,135633.7643,144121.5795,153067.9929,167425.3964,186364.9504,212327.5492,
177,1575.0,77471.0,TX,Rosenberg,173773.5825,184572.6383,191916.5163,207302.2992,242862.0105,270511.4388,
178,1578.0,75063.0,TX,Irving,431904.872,432449.3233,443441.7774,469634.5465,537028.7599,583382.7415,
179,1582.0,77042.0,TX,Houston,211104.8068,213748.6763,215258.3789,225770.0423,254674.8097,265758.658,
180,1611.0,77389.0,TX,Spring,295183.3028,305960.6974,320692.3005,347839.5343,419707.5791,459416.3848,
181,1613.0,76227.0,TX,Aubrey,263591.8619,274780.6416,277176.1134,296726.9167,369108.6854,394703.4843,
182,1632.0,78610.0,TX,Buda,290306.3309,296490.1516,304655.3236,337747.2635,423671.9066,427967.4204,
183,1639.0,77705.0,TX,Beaumont,84904.15712,94009.25558,101896.0236,106048.608,110014.0538,107730.3807,
184,1651.0,77339.0,TX,Houston,208953.4047,218087.8868,223006.0032,236903.0435,268476.8293,293075.6069,
185,1662.0,78634.0,TX,Hutto,245351.6522,252148.4086,259227.7325,286110.0773,362697.7127,379619.7035,
186,1667.0,78415.0,TX,Corpus Christi,127807.4509,129205.9671,142009.6133,152586.3811,159408.8556,161053.1893,
187,1718.0,78213.0,TX,Castle Hills,159604.8303,165889.6567,173533.5539,189907.695,207269.4245,224747.5808,
188,1726.0,78589.0,TX,San Juan,94193.73034,98478.89657,106745.6676,123740.2706,140042.0034,162364.9868,
189,1734.0,78221.0,TX,San Antonio,121279.7646,130183.7825,138345.3791,154068.6617,168854.4953,179582.3188,
190,1736.0,75703.0,TX,Tyler,236554.5509,242771.208,254033.8755,273080.7339,314255.4088,338351.4959,
191,1739.0,78108.0,TX,Cibolo,242358.5312,251640.0708,258607.5245,276932.5144,327966.7029,347549.4939,
192,1752.0,78216.0,TX,San Antonio,214692.2426,225158.924,235391.2329,257487.7169,281996.488,298198.5867,
193,1760.0,78154.0,TX,Schertz,221832.3448,230796.8366,238051.1522,254839.4699,304147.7484,324893.9952,
194,1763.0,79705.0,TX,Midland,253750.3716,284792.1347,306644.8863,305431.7646,310759.6891,317240.1026,
195,1789.0,76108.0,TX,Fort Worth,183633.871,198529.499,210537.8012,229007.0782,267307.1708,293152.1646,
196,1809.0,76706.0,TX,Waco,141628.9861,151631.1221,160093.4131,181673.1581,214621.7577,238333.0652,
197,1810.0,77007.0,TX,Houston,409943.5128,410322.3449,410598.6425,429628.8294,468542.2413,494335.6486,
198,1814.0,79927.0,TX,Socorro,110213.3981,112664.2113,117304.9358,129401.7661,148055.3406,170280.0155,
199,1824.0,78109.0,TX,Converse,174860.3065,184388.0209,193737.4025,208808.0538,243920.1506,264175.7585,
200,1827.0,78006.0,TX,Boerne,375362.1682,387129.1625,401387.759,447943.732,539368.2152,579630.3315,
201,1836.0,78209.0,TX,San Antonio,351441.7333,360705.8772,370922.371,399881.8248,447973.7702,469779.6688,
202,1844.0,79423.0,TX,Lubbock,167895.4025,171658.8523,171579.1972,186349.5554,210818.2842,229968.6795,
203,1849.0,76112.0,TX,Fort Worth,153834.8779,169743.3848,181713.4183,202047.0635,225831.5017,253187.5521,
204,1852.0,76039.0,TX,Euless,252522.4599,266002.7069,275544.8057,297098.743,324630.3017,352625.1414,
205,1855.0,78412.0,TX,Corpus Christi,146818.8018,149154.0526,160135.7504,170386.8003,186318.0314,193281.4984,
206,1860.0,75078.0,TX,Prosper,496402.963,500313.5053,504244.1318,549504.7809,709656.9809,768774.6807,
207,1860.0,78653.0,TX,Manor,229438.5199,238198.3436,238261.4894,263019.8613,355461.5755,361787.3224,
208,1877.0,78628.0,TX,Georgetown,357429.1545,364233.5475,373220.1342,414982.5534,525967.9434,533903.8947,
209,1922.0,76065.0,TX,Midlothian,284814.7625,299275.6733,311821.8925,341287.282,409226.342,441562.4556,
210,1926.0,77065.0,TX,Houston,195178.3921,204781.8111,214671.2571,233505.84,261684.0943,287394.922,
211,1933.0,79762.0,TX,Odessa,165593.5427,184615.7914,211275.0583,214895.011,213774.9086,214040.5589,
212,1939.0,75087.0,TX,Rockwall,308568.0598,315635.9995,322481.1562,348106.1977,416031.3633,455269.1689,
213,1944.0,78244.0,TX,San Antonio,150893.7863,160509.0799,169599.8783,183782.1109,213923.515,239210.9353,
214,1950.0,77024.0,TX,Houston,849840.4732,848902.184,848716.7923,886933.1959,979330.2049,1040736.931,
215,1961.0,76522.0,TX,Copperas Cove,121856.3135,128046.6548,138111.6235,155227.4394,190963.9675,216447.3402,
216,1973.0,77090.0,TX,Houston,157709.2058,167336.9009,177485.1668,193058.1888,231771.2508,253363.7815,
217,1979.0,79925.0,TX,El Paso,150846.5501,152657.1147,158572.8569,173241.2008,193181.5231,209035.5465,
218,1984.0,75051.0,TX,Grand Prairie,151010.692,166476.4505,178378.6612,198058.7609,221322.2993,247975.8136,
219,2000.0,77049.0,TX,Houston,162886.1379,173562.0344,181835.3714,195567.1649,222255.759,247803.4871,
220,2001.0,77901.0,TX,Victoria,95713.42994,100187.7669,109348.5879,117699.7959,131075.3977,143671.6606,
221,2005.0,77377.0,TX,Tomball,269740.136,278777.4989,287221.5454,308253.6634,362181.8315,394670.2418,
222,2021.0,78237.0,TX,San Antonio,78824.21317,88398.85736,96296.4322,113298.9347,123761.8101,132390.0521,
223,2029.0,76123.0,TX,Fort Worth,209919.1223,225017.6434,234946.8565,254983.2053,298761.4103,319403.9073,
224,2058.0,78552.0,TX,Harlingen,133092.3251,134052.9201,135081.5659,150963.3317,179173.9782,196946.6713,
225,2063.0,78132.0,TX,New Braunfels,362375.7219,377805.049,400273.8326,441779.8252,554821.3635,608689.9999,
226,2073.0,77502.0,TX,Pasadena,137803.5722,147922.4691,157614.9405,172871.3607,191869.4972,209070.1207,
227,2089.0,75231.0,TX,Dallas,151720.2765,166670.7344,174330.3426,186958.6886,244117.7663,237081.6261,
228,2099.0,77063.0,TX,Houston,184499.8745,187789.1077,189073.5856,196798.9078,224918.5086,240151.1352,
229,2114.0,77066.0,TX,Houston,162222.4107,172777.6955,182198.1906,196951.3131,224042.4902,248873.7564,
230,2115.0,77583.0,TX,Iowa Colony,233839.29,240897.0151,244313.1831,256534.6345,305646.6845,328815.1422,
231,2119.0,78596.0,TX,Weslaco,90912.56407,94817.3561,101475.1085,120252.101,132772.5647,154530.114,
232,2119.0,76180.0,TX,North Richland Hills,223804.0493,235764.9115,250602.7179,274240.517,304987.4627,333254.9778,
233,2127.0,77034.0,TX,Houston,147642.7328,159356.411,170454.2842,183580.6964,203431.5542,223975.3886,
234,2137.0,77642.0,TX,Port Arthur,67551.00282,74701.67228,81606.35809,87604.38076,91556.27315,94768.42392,
235,2148.0,76904.0,TX,San Angelo,197303.2793,205599.6196,230842.9541,246506.8332,284803.8251,295474.6447,
236,2176.0,77073.0,TX,Houston,161051.0944,172341.7746,181000.8721,194940.0272,221554.7809,243948.2913,
237,2185.0,78028.0,TX,Kerrville,219364.2122,236430.3954,250459.2612,272930.4918,330297.8667,347727.5095,
238,2188.0,76248.0,TX,Keller,405751.9951,412513.8841,424504.9318,460547.6884,536619.6305,577981.02,
239,2199.0,75069.0,TX,McKinney,297161.8659,306700.3753,312773.6298,340221.4168,420145.286,445978.8273,
240,2224.0,75042.0,TX,Garland,186636.6604,198788.8156,209324.342,226185.8598,252951.8959,282273.5501,
241,2242.0,78218.0,TX,San Antonio,138371.0955,150747.4964,159317.8585,174776.1595,197809.0917,218985.7413,
242,2243.0,75206.0,TX,Dallas,397307.2072,418924.7685,425578.422,449181.6004,525291.8889,545193.9771,
243,2279.0,77489.0,TX,Missouri City,152763.3732,164468.7139,177374.4605,190961.6804,212704.6146,235053.8755,
244,2281.0,78626.0,TX,Georgetown,248031.3475,256218.3328,262828.28,291917.3126,386357.7421,396477.9238,
245,2317.0,77087.0,TX,Houston,110446.9888,124836.3038,134075.1578,147918.2783,157714.6511,189023.3745,
246,2333.0,79915.0,TX,El Paso,98804.17154,99927.92239,103627.9373,115307.3634,130353.5721,145009.9381,
